Category,Community,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,SEP,OCT,NOV,DEC
Theft OF Vehicle,LEGACY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,1,,,,1,,,,,,,,2,,1,1,3,1,,,,,1,,,,
Theft OF Vehicle,LINCOLN PARK,,,,,1,1,,,3,2,,1,,,1,1,2,,,1,,1,,2,,,,,1,,1,,2,,,,1,,1,,1,,,,,,,,,,,2,1,,2,,2,,,1,3,2,2,1,,1,1,,,,,
Theft OF Vehicle,LOWER MOUNT ROYAL,2,,2,4,,1,1,3,,3,,,,1,2,2,1,1,2,2,3,1,2,,,,4,4,,2,4,3,1,,2,2,1,1,2,2,1,1,1,3,3,4,1,,1,2,2,2,3,2,,3,5,7,2,4,1,,2,4,1,,2,1,,,,
Theft OF Vehicle,MACEWAN GLEN,,1,,1,,,1,,,,,4,,1,,,1,,,1,,,1,2,,2,,,,,,,1,,2,,,1,1,1,1,,2,,,2,,3,4,1,,1,1,,1,1,3,1,,,1,,1,1,,2,,,,,,
Theft OF Vehicle,MAHOGANY,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,,,2,1,,,,,1,3,1,,,2,,,,1,2,,1,,,1,1,,6,1,,4,3,2,1,,2,1,2,2,,,,
Theft OF Vehicle,MANCHESTER,2,,1,1,2,1,,2,1,3,,2,,,,1,1,2,1,1,3,4,2,,2,,1,2,,1,1,1,2,4,,2,1,5,,1,1,,1,2,1,,1,2,1,2,3,3,2,1,3,3,1,3,,1,,1,1,,1,2,3,2,,,,
Theft OF Vehicle,MANCHESTER INDUSTRIAL,5,,1,4,3,5,4,2,4,2,1,1,1,1,2,3,,,1,4,1,3,4,5,8,4,5,3,2,1,5,,7,2,2,5,2,4,5,6,7,3,7,4,7,4,3,6,3,1,8,8,5,4,3,7,7,10,4,10,11,6,5,7,8,8,3,9,,,,
Theft OF Vehicle,MAPLE RIDGE,,,1,,4,1,,1,,,,,,,,,,2,1,,1,1,,1,,,,,1,,,,,,,,2,,1,,,1,,,1,1,,,,,,,,1,,1,,,,,1,1,,,1,,,,,,,
Theft OF Vehicle,MARLBOROUGH,4,5,9,2,6,6,6,3,5,3,2,8,4,3,5,5,3,7,4,2,9,10,3,8,3,2,5,2,5,3,4,2,1,3,8,1,4,3,6,4,3,8,7,8,8,2,4,8,4,7,11,6,8,7,7,6,4,7,7,19,11,11,9,9,13,7,5,11,,,,
Theft OF Vehicle,MARLBOROUGH PARK,4,2,3,3,3,3,3,6,11,6,3,6,1,2,3,6,1,4,7,4,5,5,4,7,4,2,1,5,5,2,6,4,6,1,4,3,6,6,5,3,9,2,7,8,4,6,4,7,12,3,4,3,9,4,7,5,6,3,6,2,6,6,5,6,6,7,4,6,,,,
Theft OF Vehicle,MARTINDALE,5,2,3,2,3,3,4,2,4,2,4,4,1,3,3,1,1,,3,4,3,1,2,7,3,3,2,1,1,1,2,4,2,1,2,6,1,3,5,2,7,4,6,5,2,1,3,6,5,4,3,4,5,6,11,3,7,6,12,14,5,7,12,16,17,2,5,9,,,,
Theft OF Vehicle,MAYFAIR,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
Theft OF Vehicle,MAYLAND,,,,1,,,,,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,1,2,1,,1,,,2,2,1,2,,,,1,,,,,
Theft OF Vehicle,MAYLAND HEIGHTS,1,1,2,,2,3,1,1,4,1,,2,,5,,3,3,4,1,7,1,5,2,3,2,4,1,2,1,4,4,3,3,5,1,3,6,1,2,5,6,1,3,2,5,7,4,5,5,3,6,6,1,3,2,2,2,4,2,4,6,2,10,5,7,6,8,6,,,,
Theft OF Vehicle,MCCALL,2,,,1,2,3,5,5,2,2,1,10,3,1,,1,,3,,,2,2,3,2,1,1,,,1,1,4,2,3,1,,2,1,2,3,3,3,1,3,,,1,1,3,1,3,,1,1,1,,1,2,3,,,1,,,1,2,4,1,2,,,,
Theft OF Vehicle,MCKENZIE LAKE,1,1,3,,3,2,,,,1,1,1,,2,2,1,3,,1,3,,1,2,,3,,2,1,,2,1,,,2,3,,9,5,8,3,,3,,1,3,4,2,1,,1,3,1,5,1,6,2,1,1,4,6,4,2,,2,1,3,2,4,,,,
Theft OF Vehicle,MCKENZIE TOWNE,1,1,1,1,2,,,2,,1,1,5,3,,1,6,3,,1,1,,2,5,2,3,1,4,8,2,2,1,3,3,3,1,3,3,2,10,3,7,4,3,1,4,,,4,8,5,9,3,3,2,6,1,5,1,10,3,7,5,2,4,1,5,4,5,,,,
Theft OF Vehicle,MEADOWLARK PARK,2,,,1,4,,,,2,1,,4,2,,2,,,,1,1,,1,2,7,1,,1,,1,2,2,,2,2,,,,2,2,2,1,3,2,1,1,1,,1,,3,1,,1,3,1,2,,,3,1,3,,1,,2,3,1,1,,,,
Theft OF Vehicle,MERIDIAN,,2,,2,2,1,2,2,2,5,2,2,1,1,2,2,3,3,10,3,2,3,3,4,1,1,2,1,,,,1,,3,1,1,3,3,,,1,2,7,3,1,5,2,1,,3,4,3,2,4,4,3,1,5,5,2,4,3,3,2,6,1,1,2,,,,
Theft OF Vehicle,MIDNAPORE,,,,,3,,2,,1,,2,,1,,,1,,,3,2,1,,2,,6,,2,,2,,1,3,2,3,1,,1,2,,,2,1,,4,3,7,2,2,3,4,3,4,1,,,3,5,3,,2,1,2,5,,6,2,2,2,,,,
Theft OF Vehicle,MILLRISE,1,,,,,1,1,1,2,1,2,1,1,1,1,1,1,,1,,1,,2,,,2,,2,1,,1,1,,,,2,,,2,,1,3,,,1,,,5,2,1,,2,1,1,1,1,2,,,2,2,2,2,3,2,2,,2,,,,
Theft OF Vehicle,MISSION,2,,1,1,,1,,2,,,,,1,,,1,,,3,1,1,1,,,1,2,,1,1,2,3,2,,1,2,1,2,,1,1,1,1,1,1,1,3,,1,4,3,5,2,,,1,,,2,2,,2,1,1,1,2,1,2,2,,,,
Theft OF Vehicle,MONTEREY PARK,4,3,4,,1,1,2,2,6,1,,,2,4,3,5,1,1,1,3,1,4,,9,3,2,3,2,2,2,1,3,4,3,2,4,2,14,6,2,8,5,2,1,1,7,9,5,3,3,5,4,,3,2,3,2,6,5,5,5,5,4,7,4,5,3,3,,,,
Theft OF Vehicle,MONTGOMERY,1,1,,2,1,2,2,2,1,4,3,1,4,,3,2,5,4,1,1,1,4,5,1,1,2,1,2,1,1,3,1,1,2,2,1,3,1,2,2,3,8,1,1,3,1,3,1,,3,1,3,6,2,8,1,1,6,5,4,1,1,5,3,6,5,8,2,,,,
Theft OF Vehicle,MOUNT PLEASANT,,2,,3,2,,2,,1,1,3,,1,1,2,1,,2,,1,2,2,1,2,,2,,1,1,1,2,,2,4,2,3,,8,6,,2,6,5,2,,1,2,3,5,3,3,5,4,1,4,2,3,2,2,4,,3,,1,3,2,3,4,,,,
Theft OF Vehicle,NEW BRIGHTON,1,,,,1,,2,1,,2,1,,2,1,1,,1,,2,1,1,2,,,,,,,,,,,2,2,1,,1,1,2,7,,5,,1,3,3,1,1,1,,2,1,5,2,1,2,3,,4,2,,,,2,1,1,3,3,,,,
Theft OF Vehicle,NOLAN HILL,,,1,,,1,,,,,,,,,1,1,2,,2,,,,,,1,,,,1,,1,,,1,1,2,2,1,,1,,,,,,,,1,2,1,,1,,,1,,1,1,1,,,1,,,1,,1,1,,,,
Theft OF Vehicle,NORTH AIRWAYS,1,2,1,,1,,,3,1,,2,3,2,2,1,,4,1,4,1,1,1,,6,1,,1,,1,1,2,,1,2,,2,,1,2,3,1,4,3,,,4,,,,,2,,,1,,2,,2,1,1,5,1,1,2,1,,1,2,,,,
Theft OF Vehicle,NORTH GLENMORE PARK,2,1,,,,,,,,,,,,,,1,1,,2,,1,,1,,,,,,,,,1,,,2,,2,3,1,1,,2,1,1,,1,,,1,1,1,,1,1,2,3,,1,,2,,,,,,,1,,,,,
Theft OF Vehicle,NORTH HAVEN,,,,,,,,1,1,,,,1,,,,,,,,1,,,,,,1,,,,,1,1,1,,,1,1,1,,,,1,,,,1,,1,1,,,2,1,,,,1,,,,1,1,2,,1,2,,,,,
Theft OF Vehicle,NORTH HAVEN UPPER,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,
Theft OF Vehicle,NOSE HILL PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theft OF Vehicle,OAKRIDGE,,,1,,,1,2,,,1,,1,,,,,,,,2,1,,2,,,,,,,2,,,,,,,,,1,1,,,,,1,,,1,,,1,2,1,,1,1,3,,1,3,1,,,3,,1,2,,,,,
Theft OF Vehicle,OGDEN,1,3,4,4,3,1,1,1,1,4,7,3,4,,5,,4,5,3,3,8,7,3,3,2,2,1,1,3,2,2,3,2,2,2,2,6,4,3,4,2,8,7,2,5,3,2,1,,,4,5,1,3,6,2,8,1,1,5,7,2,6,4,7,11,4,3,,,,
Theft OF Vehicle,OGDEN SHOPS,,,,,1,2,1,,,,,1,,,2,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,,
Theft OF Vehicle,PALLISER,,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,1,,,,,,3,,2,,,,,1,1,1,1,,,,,,2,,,,,,2,2,,,,,,1,,,,
Theft OF Vehicle,PANORAMA HILLS,2,1,1,,1,1,,1,,3,,4,,1,,2,1,,1,2,1,2,3,3,,1,1,2,1,1,1,,1,,1,2,3,2,,3,,2,1,2,2,2,1,4,1,1,3,1,1,,3,4,3,,1,,4,3,3,3,4,,1,3,,,,
Theft OF Vehicle,PARKDALE,,2,,,,,,,,1,,2,1,,,1,,,,,1,,2,4,,,,,,,,1,,1,,,1,,,,1,1,,1,2,,,,1,,2,1,,1,2,1,1,1,,1,,,,2,1,,,1,,,,
Theft OF Vehicle,PARKHILL,,,,,,,,,,1,,1,,,1,2,,,,2,,,,4,,,1,,,1,2,2,,,,,,,,1,1,,1,3,,3,3,,,1,2,,,1,2,,1,,1,,,1,1,1,1,1,1,,,,,
Theft OF Vehicle,PARKLAND,,,,,,,,1,,,,2,,1,,,1,1,1,,1,1,,,,,,2,,1,,,,,,,,,,1,2,,1,1,,1,,,,,,,,1,,1,1,,,2,,,,,1,1,,,,,,
Theft OF Vehicle,PATTERSON,1,,,,1,1,,,,,,,1,,1,1,2,,,,1,,,,,,,,,1,,,,,2,,1,,1,,,1,1,,1,,,,,,1,,1,,2,,1,,1,,,,,,,,,,,,,
Theft OF Vehicle,PEGASUS,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,1,1,1,,1,,,,,,
Theft OF Vehicle,PENBROOKE MEADOWS,3,2,5,3,2,3,7,6,3,12,2,3,1,8,4,5,5,5,4,9,6,9,5,5,2,3,5,5,2,3,2,2,8,5,6,3,6,6,3,10,4,2,9,7,6,3,8,1,4,4,5,3,4,3,8,7,4,8,10,5,6,4,2,6,4,5,4,4,,,,
Theft OF Vehicle,PINERIDGE,5,5,5,2,3,3,4,2,2,5,3,7,2,7,8,4,4,2,7,2,9,7,7,10,4,6,2,6,,5,6,2,3,9,4,2,7,4,6,5,6,8,4,3,8,11,11,11,5,9,9,6,5,11,7,8,4,7,5,12,19,4,14,12,16,8,5,10,,,,
Theft OF Vehicle,POINT MCKAY,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,2,,,,,,,,
Theft OF Vehicle,PUMP HILL,1,,,,,,,1,,,1,,1,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,1,,1,,1,,,,,,,1,,,1,,,,,,,2,,,,,,,,,
Theft OF Vehicle,QUEENS PARK VILLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,
Theft OF Vehicle,QUEENSLAND,,1,,,1,,2,,,2,1,,,,,1,1,1,1,1,,2,2,2,1,,1,1,,,2,1,2,2,3,2,,,1,1,3,1,2,,,1,4,3,3,,1,1,,2,1,,,1,2,3,1,,2,1,,,1,2,,,,
Theft OF Vehicle,RAMSAY,,,,,1,,1,,1,1,,1,,,,1,,,1,,,2,1,1,,1,,2,1,,4,,1,,2,,,,,1,1,,3,,,1,,,1,1,,2,1,1,,1,,1,,2,,,2,2,2,2,1,,,,,
Theft OF Vehicle,RANCHLANDS,2,,,1,1,,3,3,3,,1,,,1,2,2,2,1,1,,1,4,2,2,2,1,1,,1,,1,,,1,1,1,1,2,,1,3,1,3,3,2,3,1,2,2,1,2,3,1,4,,1,2,4,1,,2,1,1,2,,2,1,1,,,,
Theft OF Vehicle,RED CARPET,,,,1,,,,1,,,,,,,,1,,,,,1,2,,1,1,,,,1,1,1,,,1,,,1,,1,,1,1,,4,,1,,,,1,1,,,1,,2,,3,,,,,,,3,,2,3,,,,
Theft OF Vehicle,REDSTONE,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,1,,1,1,,1,1,,1,,,,2,1,,1,1,,,2,,,,,,1,,,1,,,2,1,1,1,2,1,,2,,1,2,,,,
Theft OF Vehicle,RENFREW,1,2,,4,1,,,2,7,2,2,,,2,3,2,,2,1,5,1,,1,,2,3,1,2,,4,1,5,2,1,3,4,3,2,4,2,,2,3,3,1,5,3,6,1,4,,,,,3,3,5,4,,4,3,7,1,3,8,7,2,1,,,,
Theft OF Vehicle,RICHMOND,1,1,,,,,,2,1,,1,,1,,2,3,,2,,1,,1,1,2,,1,1,1,2,1,,1,2,1,1,2,2,,2,2,2,1,1,1,3,3,1,1,,2,3,1,1,1,1,2,,,2,5,1,1,2,3,3,3,5,3,,,,
Theft OF Vehicle,RIDEAU PARK,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,2,,,1,1,1,,,1,1,,,,
Theft OF Vehicle,RIVERBEND,8,2,1,,1,3,2,1,,1,3,1,,1,,,,1,,,3,1,,6,,,2,1,,1,1,,1,2,1,,3,1,,2,1,1,1,,2,4,1,1,2,,2,4,5,1,,1,1,4,1,3,3,2,4,1,1,3,1,,,,,
Theft OF Vehicle,ROCKY RIDGE,,1,,,,,,,,,,,,,,,,,1,,,1,3,,,1,,2,,,1,,1,,,,1,,1,2,,2,3,2,3,2,,1,3,,1,1,,1,3,1,3,3,1,2,,1,2,1,1,1,1,1,,,,
Theft OF Vehicle,ROSEDALE,,,,1,1,,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,2,1,,1,,,,,1,,,,,1,1,1,,,1,,,,,
Theft OF Vehicle,ROSEMONT,,,,,,,,,,,,,,,2,,1,,,,,1,,,,,,,,,,1,,,,,,1,1,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,1,2,1,,,,
Theft OF Vehicle,ROSSCARROCK,5,,1,,2,1,1,2,,2,1,3,3,1,2,2,2,,4,1,3,1,3,1,,,1,2,1,,1,,1,1,3,1,1,,5,2,2,,6,,,1,,,5,1,2,,1,1,,1,2,,2,3,2,1,2,3,,3,1,15,,,,
Theft OF Vehicle,ROXBORO,,,,,,,,,1,,,,,,,,,,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Theft OF Vehicle,ROYAL OAK,1,,,,,1,1,,2,3,1,4,2,,1,3,2,,2,1,1,1,,,,1,,,,,,,,1,,3,4,1,,2,,4,1,1,2,1,1,,1,2,4,2,1,3,2,2,3,,2,3,,2,2,4,,1,1,1,,,,
Theft OF Vehicle,ROYAL VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,
Theft OF Vehicle,RUNDLE,3,5,4,2,1,2,3,1,7,,4,2,1,5,4,3,2,7,6,3,5,4,10,10,4,2,5,5,5,4,6,4,1,8,7,5,4,5,5,2,3,2,6,3,2,6,13,8,1,4,6,1,9,6,11,5,4,6,2,5,4,1,10,7,9,9,10,6,,,,
Theft OF Vehicle,RUTLAND PARK,2,,,1,,,,,2,,2,,,1,,,,,,,,,,,,,1,2,,,,,,,1,,1,,1,,,2,1,1,,,,1,1,2,1,,,,3,,3,,4,2,1,1,,1,,2,1,,,,,
Theft OF Vehicle,SADDLE RIDGE,1,1,4,1,,3,3,,,2,,2,2,,2,2,4,1,,4,3,1,2,6,4,4,,5,1,1,2,1,3,1,,1,3,4,3,3,3,6,3,6,5,2,6,2,2,1,3,5,1,5,1,2,7,6,15,8,13,4,3,8,8,4,6,6,,,,
Theft OF Vehicle,SADDLE RIDGE INDUSTRIAL,1,,1,1,,,1,,1,2,,,,1,2,,,2,3,,,2,1,2,,,,,,,2,,1,1,,3,1,,3,1,4,,1,,1,1,2,1,3,1,2,1,3,2,1,1,,,2,,,1,,2,1,1,,1,,,,
Theft OF Vehicle,SAGE HILL,,,,1,,,,1,,1,2,,,,,,,1,,,,,1,,2,,,,,,,1,,,,,2,,1,1,,,,2,3,1,1,1,1,4,1,,1,,,,1,2,1,,,,1,1,,1,2,,,,,
Theft OF Vehicle,SANDSTONE VALLEY,2,,,2,,,,,,,,,1,,1,1,,1,1,1,,1,,,,,,,,1,1,,,,1,,2,1,3,4,,,,1,,,1,1,5,1,1,,,3,2,3,1,,2,4,4,1,1,1,2,2,,1,,,,
Theft OF Vehicle,SCARBORO,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,3,,,1,1,,2,1,,,,1,,,1,1,,,,
Theft OF Vehicle,SCARBORO/ SUNALTA WEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
Theft OF Vehicle,SCENIC ACRES,,1,1,,,,,1,2,2,1,,,,3,,,1,1,,1,1,1,,1,2,,,1,,2,1,,3,2,,,1,1,1,,1,,2,1,1,,2,3,,1,3,2,1,1,1,1,,,,,,2,,,5,1,1,,,,
Theft OF Vehicle,SECTION 23,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Theft OF Vehicle,SETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,1,,,,,,,,
Theft OF Vehicle,SHAGANAPPI,,,,1,,,1,,,,1,1,,,,2,,,1,1,,,,,,,1,,1,1,,,1,1,,2,1,3,,,1,,1,,,,1,1,,2,2,,1,,,,,,,,,1,,1,1,1,1,,,,,
Theft OF Vehicle,SHAWNEE SLOPES,,,,,,,,1,2,,1,,,,,,1,,2,1,,,1,,2,1,,,,1,1,,,,,,1,2,,,1,,,,,1,1,,,,,,1,,,,,1,,,,,,,,,1,1,,,,
Theft OF Vehicle,SHAWNESSY,3,,2,,2,1,2,,1,1,3,2,1,3,3,,4,3,3,2,1,5,2,3,,2,4,3,2,3,,1,,4,,2,1,5,6,3,3,2,4,2,1,3,3,5,4,3,3,3,2,2,2,2,4,1,5,4,3,3,4,3,3,4,2,2,,,,
Theft OF Vehicle,SHEPARD INDUSTRIAL,,,1,,,,3,1,2,,1,5,3,1,,1,,1,4,1,3,2,3,4,,1,,,1,,3,2,1,1,2,3,5,3,3,4,1,3,3,1,,,2,,1,2,1,2,3,2,2,,,2,1,1,,2,2,3,3,,3,1,,,,
Theft OF Vehicle,SHERWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,1,1,,,,1,,1,1,1,3,2,,1,3,1,3,,,,
Theft OF Vehicle,SIGNAL HILL,1,1,,,,1,,3,1,1,1,1,1,2,1,,2,,1,,,,2,,1,1,2,1,4,1,,1,1,2,2,1,3,5,4,2,2,2,2,6,2,1,,,2,3,1,1,2,3,3,1,1,,1,6,2,,,,3,4,1,3,,,,
Theft OF Vehicle,SILVER SPRINGS,2,,,3,1,,1,,,,,2,1,,2,1,,,,1,1,,3,,2,,1,2,,4,2,,,,3,2,,,1,3,1,1,3,4,,2,2,2,1,1,2,1,3,3,4,2,,1,,3,2,1,3,1,,1,2,2,,,,
Theft OF Vehicle,SILVERADO,1,,1,,,1,,,,,,,,,2,2,1,,,2,1,,,1,1,2,,,,,1,,,,,2,3,,4,1,1,,1,3,,,1,4,,3,,1,1,,1,,2,4,4,2,3,2,1,1,1,,1,,,,,
Theft OF Vehicle,SKYLINE EAST,1,,,,,,,,,1,,2,1,,,,,,1,,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,1,,,,,,1,,,,1,1,,,,,,,,,1,,,,,
Theft OF Vehicle,SKYLINE WEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,
Theft OF Vehicle,SKYVIEW RANCH,,,1,,,,1,,1,,,,,2,1,2,,1,,,,2,1,4,1,,1,,,1,2,,,,2,,2,2,5,1,2,1,2,2,2,1,1,2,2,3,2,3,1,,1,1,3,2,3,4,3,2,6,2,1,,1,1,,,,
Theft OF Vehicle,SOMERSET,4,,1,,1,,3,1,2,1,,2,,,4,2,2,,,,1,,,1,2,,5,1,,,1,2,,1,,,3,,1,1,,2,4,,,1,1,1,2,3,1,,1,,1,2,2,1,,,1,,3,1,1,2,3,1,,,,
Theft OF Vehicle,SOUTH AIRWAYS,1,1,1,,1,1,1,3,2,2,2,6,2,1,,4,,1,2,2,2,,1,1,4,1,1,,1,1,,1,3,4,5,1,3,,6,5,2,4,5,,2,4,2,1,3,6,2,2,3,1,2,2,1,2,3,1,,5,4,2,4,2,4,5,,,,
Theft OF Vehicle,SOUTH CALGARY,1,1,1,1,2,3,1,1,2,,1,4,1,,,3,3,5,,3,1,3,4,6,,1,,2,1,,5,2,1,1,,8,4,1,2,,,,2,4,3,1,,4,,,1,4,5,,3,1,1,,3,5,3,2,3,,2,1,1,2,,,,
Theft OF Vehicle,SOUTH FOOTHILLS,3,,,1,1,,,,1,,1,2,1,,1,1,2,1,,,,,,,2,,,2,,,,,1,1,,,,2,,,1,1,,1,1,,1,,3,,,,1,1,1,1,,2,,1,,,1,1,,,,,,,,
Theft OF Vehicle,SOUTHVIEW,,3,,1,3,2,,,1,3,,4,3,1,1,3,,2,2,2,6,1,3,4,,2,4,3,,3,2,,1,,,,2,2,2,2,2,1,2,4,3,1,1,3,1,,1,3,1,1,3,,2,4,4,1,2,2,1,1,3,2,1,5,,,,
Theft OF Vehicle,SOUTHWOOD,5,1,1,5,4,2,5,3,4,4,,,3,1,3,1,1,8,2,1,1,2,2,5,3,1,2,3,1,,2,2,1,2,,1,,4,5,5,4,2,5,,1,9,5,2,3,3,1,1,3,7,,3,5,8,,1,5,3,3,,2,3,2,2,,,,
Theft OF Vehicle,SPRINGBANK HILL,,1,,1,,,1,,1,,1,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,1,1,1,3,,2,3,,1,,,,1,1,,1,,3,,,3,1,,1,,2,,,1,2,,1,,,,
Theft OF Vehicle,SPRUCE CLIFF,1,2,,2,2,,1,1,,,,1,,,1,,1,1,,1,,,1,1,,1,1,1,2,1,,1,,1,,,1,,2,1,1,,,,1,,,2,1,,1,,,,2,,1,3,1,,,,,1,1,1,,,,,,
Theft OF Vehicle,ST. ANDREWS HEIGHTS,,,,1,,1,,,1,,,,1,,1,,,2,,,,1,,4,1,1,,,,2,,1,,1,,,1,1,,2,1,1,1,2,3,,,,,,2,2,,,,3,1,,2,,4,,,2,,,,,,,,
Theft OF Vehicle,STARFIELD,,,,,,,1,,,,,2,,,,,,,,1,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,2,,1,,1,1,,,,2,,2,2,1,,1,2,2,,,,,,
Theft OF Vehicle,STONEGATE LANDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Theft OF Vehicle,STONEY 1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,
Theft OF Vehicle,STONEY 2,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,1,,,,2,1,,,1,,1,2,,,1,1,1,1,1,1,1,,,,1,3,,1,2,1,3,2,,,,1,,4,1,,,,
Theft OF Vehicle,STONEY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Theft OF Vehicle,STONEY 4,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,
Theft OF Vehicle,STRATHCONA PARK,1,,,,2,,,1,,,1,,,,1,,,,2,,2,,,,,,,1,4,1,,2,,1,,1,2,,1,1,1,2,2,,1,,1,,1,1,,1,3,,,1,1,,1,,,1,1,1,,,1,2,,,,
Theft OF Vehicle,SUNALTA,,1,,,1,2,,1,3,3,1,2,,1,,2,4,3,2,1,6,2,1,4,1,3,1,,4,4,4,1,2,1,4,6,1,2,2,1,1,,2,3,3,3,1,,2,2,4,3,3,4,5,4,5,3,2,3,7,9,3,1,2,2,2,5,,,,
Theft OF Vehicle,SUNDANCE,1,1,1,1,,,1,5,,,1,,,,,3,2,,,1,,1,,,,,,1,4,1,1,2,,1,1,,1,,1,2,,1,1,2,1,1,,3,,1,,3,3,3,2,1,1,1,1,,3,,,,1,3,2,1,,,,
Theft OF Vehicle,SUNNYSIDE,,,,,1,1,1,1,1,,,,,,2,1,1,1,,,1,,1,,,,,,1,,,1,,2,1,2,,1,2,,1,1,3,2,2,,2,,1,1,1,2,1,2,1,,1,3,2,1,3,1,,3,1,5,2,1,,,,
Theft OF Vehicle,SUNRIDGE,1,1,,1,5,3,2,4,2,1,5,3,3,4,6,5,1,3,8,2,7,9,8,8,6,1,2,5,1,,4,6,4,5,9,4,4,2,3,5,7,7,7,3,6,7,2,1,4,4,8,6,4,3,5,4,2,5,3,4,5,4,2,2,4,5,4,6,,,,
